name,isMunicipality,architecturalTownPlan,accountancyBusinessAdmin,education,engineeringMathematics,fineAppliedArts,socialScienceHumanities,informationTech,lawJurisprudence,massCommunicationDocu,medicalAllied,naturalScience,serviceTrades,higherEducationOthers,agriForestFishVetMed,homeEconomicsHE,maritime,religionTheology,tradeCraftIndustrial,contactCenterServices,animationVisualGraphic,bookKeeping,compHardwareSysServicing,softwareDevProgramming,medicalTranscriptCodeBill,computerSecretarial,accountancyBusinessManagment,humanitiesSocialSciences,scienceTechEngineerMath,generalAcademic,informationCommunicationTech,industrialArts,artsDesignSports,seniorHSOthers,prebaccalaureateMaritime,agriFishery,homeEconomicsSrHs,tvlMaritime,coes,cods,higherEducationInst,technicalVocationInst,schoolsOfferingSrHsInst,occupiedVacant,unoccupied,workInProgress,telcoInfra,internetBandwidth,powerSupply,powerConsumption,transportationAccess,transpoByAir,transpoBySea,transpoByLand,hotelAvailability,hospitalBeds,recreationalTourist,minimumWageNonAgri,monthlyOfficeSpace,gradeA,gradeB,gradeC,monthlyPowerRates,pezaITParksCenters,disasterPreparedness,averageCrimeEfficiency,openInnovation,numberOfStartups,innovationPolicy,numberOfUnicorns,provinceTag,backgroundColor,isCity,province,graduates,officeRealEstate
Balanga (Capital),FALSE,66,584,341,978,0,34,357,0,9,81,0,78,65,0,0,0,0,0,0,0,0,0,0,0,0,315,332,983,106,0,0,32,0,31,0,0,0,0,0,11,4,14,2416,0,0,TRUE,300,1000,1400,TRUE,FALSE,FALSE,TRUE,TRUE,795,TRUE,380,0,631.24,323.35,152.51,6.27,TRUE,TRUE,63.62,0,0,0,0,bataan,#F15A24,TRUE,BATAAN,4392,0
Abucay,TRUE,0,48,49,41,0,7,19,0,8,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,69,10,153,59,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,TRUE,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,380,0,0,0,0,0,TRUE,TRUE,63.62,0,0,0,0,bataan,#F15A24,TRUE,BATAAN,547,0
Bagac,TRUE,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,34,16,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,380,0,0,0,0,0,0,TRUE,63.62,0,0,0,0,bataan,#F15A24,TRUE,BATAAN,105,0
Dinalupihan,TRUE,0,64,363,0,0,0,94,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,0,0,286,272,247,70,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,TRUE,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,380,0,0,0,0,0,0,TRUE,63.62,0,0,0,0,bataan,#F15A24,TRUE,BATAAN,1418,0
Hermosa,TRUE,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,102,95,57,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,0,TRUE,380,0,0,0,0,0,0,TRUE,63.62,0,0,0,0,bataan,#F15A24,TRUE,BATAAN,381,0
Limay,TRUE,0,78,91,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,223,124,0,0,0,0,45,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,380,0,0,0,0,0,0,TRUE,63.62,0,0,0,0,bataan,#F15A24,TRUE,BATAAN,711,0
Mariveles,TRUE,0,184,88,119,0,0,63,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,246,190,343,216,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,TRUE,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,380,0,0,0,0,0,0,TRUE,63.62,0,0,0,0,bataan,#F15A24,TRUE,BATAAN,1809,0
Morong,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,44,54,74,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,380,0,0,0,0,0,0,TRUE,63.62,0,0,0,0,bataan,#F15A24,TRUE,BATAAN,200,0
Orani,TRUE,0,21,83,29,44,0,44,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,98,50,200,137,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,TRUE,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,380,0,0,0,0,0,TRUE,TRUE,63.62,0,0,0,0,bataan,#F15A24,TRUE,BATAAN,722,0
Orion,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,12,208,52,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,380,0,0,0,0,0,0,TRUE,63.62,0,0,0,0,bataan,#F15A24,TRUE,BATAAN,359,0
Pilar,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,72,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,0,TRUE,380,0,0,0,0,0,0,TRUE,63.62,0,0,0,0,bataan,#F15A24,TRUE,BATAAN,137,0
Samal,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,380,0,0,0,0,0,0,TRUE,63.62,0,0,0,0,bataan,#F15A24,TRUE,BATAAN,152,0
Cagayan de Oro,FALSE,41,2576,1328,871,5,425,535,14,54,492,91,59,581,138,20,761,11,20,546,25,20,20,20,20,20,2590,1128,2440,1936,50,20,43,3521,196,20,0,20,3,10,16,2,63,0,0,0,TRUE,50,191,82,TRUE,TRUE,TRUE,TRUE,TRUE,2031,TRUE,338,0,1500,1000,500,7.42,TRUE,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,17136,0
Alubijid,TRUE,0,127,45,0,0,54,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,42,39,133,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,513,0
Balingasag,TRUE,0,154,187,0,0,1,51,0,0,18,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,127,125,0,192,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,956,0
Balingoan,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,78,0
Binuangan,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,316,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,15,0
El Salvador,FALSE,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,0,58,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,0,TRUE,331,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,125,0
Claveria,TRUE,0,0,0,22,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,51,28,51,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,380,0
Gingoog ,FALSE,0,308,215,0,0,116,73,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,185,223,184,338,0,0,0,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,0,TRUE,331,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,1742,0
Gitagum,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,26,0
Initao,TRUE,0,74,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,69,23,51,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,290,0
Jasaan,TRUE,0,16,41,38,0,8,43,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,40,74,0,25,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,0,TRUE,338,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,326,0
Kinoguitan,TRUE,0,44,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,114,0
Lagonglong,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,51,0
Laguindingan,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,323,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,76,0
Libertad,TRUE,0,12,9,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,114,0
Lugait,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,323,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,38,0
Magsaysay (Linugos),TRUE,0,0,13,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,151,0,41,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,283,0
Manticao,TRUE,0,36,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,103,65,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,256,0
Medina,TRUE,0,12,9,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,65,13,16,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,208,0
Naawan,TRUE,0,183,106,0,0,16,15,0,0,0,9,0,10,29,0,0,0,0,0,0,0,0,0,0,0,35,67,67,99,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,636,0
Opol,TRUE,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,64,0,12,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,331,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,292,0
Salay,TRUE,0,53,20,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,92,0
Sugbongcogon,TRUE,0,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,121,0,32,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,223,0
Tagoloan,TRUE,0,294,170,67,0,15,120,0,0,14,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,142,171,121,38,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,338,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,1317,0
Talisayan,TRUE,0,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,101,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,316,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,237,0
Villanueva,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,48,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,338,0,0,0,0,0,0,TRUE,49.32,0,0,0,0,misamis-oriental,#9E005D,TRUE,MISAMIS ORIENTAL,59,0
Buenavista,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,98,0,209,0,0,0,0,0,0,0,0,0,0,0,21,7,0,0,0,0,0,31360.03,18166.08,TRUE,TRUE,TRUE,TRUE,TRUE,0,TRUE,305,0,0,0,0,7.73,0,TRUE,57.3,0,0,0,0,agusan-del-norte,#DD437B,TRUE,AGUSAN DEL NORTE,353,0
Butuan,FALSE,20,991,651,214,0,150,305,11,20,190,55,20,186,228,0,258,1,0,0,0,0,0,0,0,0,906,516,964,1242,0,0,0,0,0,0,0,0,0,3,18,21,39,0,0,0,TRUE,0,0,379.27,TRUE,TRUE,TRUE,TRUE,TRUE,530,TRUE,305,0,0,0,0,7.73,TRUE,TRUE,57.3,0,0,0,0,agusan-del-norte,#DD437B,TRUE,AGUSAN DEL NORTE,6928,0
Cabadbaran,FALSE,6,122,240,91,0,3,87,0,0,0,0,12,57,0,0,0,0,0,0,0,0,0,0,0,0,43,31,31,177,0,0,0,0,0,0,0,0,0,0,4,21,4,0,0,0,TRUE,0,0,1972.65,TRUE,TRUE,TRUE,TRUE,TRUE,65,TRUE,305,0,0,0,0,7.73,0,TRUE,57.3,0,0,0,0,agusan-del-norte,#DD437B,TRUE,AGUSAN DEL NORTE,900,0
Carmen,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,36,9,97,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,210.28,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,305,0,0,0,0,7.73,0,TRUE,57.3,0,0,0,0,agusan-del-norte,#DD437B,TRUE,AGUSAN DEL NORTE,155,0
Jabonga,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,267.58,TRUE,TRUE,TRUE,TRUE,0,10,TRUE,305,0,0,0,0,7.73,0,TRUE,57.3,0,0,0,0,agusan-del-norte,#DD437B,TRUE,AGUSAN DEL NORTE,53,0
Kitcharao,TRUE,0,56,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,30,0,72,0,0,0,0,0,0,0,0,0,0,1,21,3,0,0,0,TRUE,0,0,1244.21,TRUE,TRUE,TRUE,TRUE,0,25,TRUE,305,0,0,0,0,7.73,0,TRUE,57.3,0,0,0,0,agusan-del-norte,#DD437B,TRUE,AGUSAN DEL NORTE,325,0
Las Nieves,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,12,137,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,0,0,0,0,214.08,TRUE,TRUE,TRUE,TRUE,0,10,TRUE,305,0,0,0,0,7.73,0,TRUE,57.3,0,0,0,0,agusan-del-norte,#DD437B,TRUE,AGUSAN DEL NORTE,176,0
Magallanes,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,27,31,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,260.79,TRUE,TRUE,TRUE,TRUE,0,50,TRUE,305,0,0,0,0,7.73,0,TRUE,57.3,0,0,0,0,agusan-del-norte,#DD437B,TRUE,AGUSAN DEL NORTE,120,0
Nasipit,TRUE,0,99,121,0,0,3,15,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,125,73,108,82,0,0,0,0,0,0,0,0,0,0,2,21,6,0,0,0,TRUE,0,0,336.35,TRUE,TRUE,TRUE,TRUE,TRUE,76,TRUE,305,0,0,0,0,7.73,0,TRUE,57.3,0,0,0,0,agusan-del-norte,#DD437B,TRUE,AGUSAN DEL NORTE,648,0
Remedios T. Romualdez,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,28,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,1687.59,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,305,0,0,0,0,7.73,0,TRUE,57.3,0,0,0,0,agusan-del-norte,#DD437B,TRUE,AGUSAN DEL NORTE,61,0
Santiago,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,24,30,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,TRUE,0,0,273.86,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,305,0,0,0,0,7.73,0,TRUE,57.3,0,0,0,0,agusan-del-norte,#DD437B,TRUE,AGUSAN DEL NORTE,94,0
TUBAY,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,0,17,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,1049.02,TRUE,TRUE,TRUE,TRUE,0,0,TRUE,305,0,0,0,0,7.73,0,TRUE,57.3,0,0,0,0,agusan-del-norte,#DD437B,TRUE,AGUSAN DEL NORTE,57,0
Bayugan,FALSE,0,147,181,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,104,136,443,0,0,0,0,0,0,0,0,0,0,1,17,12,0,0,0,TRUE,0,16073.65,15490.58,TRUE,TRUE,TRUE,TRUE,0,57,TRUE,305,0,0,0,0,0,0,TRUE,57.3,0,0,0,0,agusan-del-sur,#E5729C,TRUE,AGUSAN DEL SUR,1191,0
Bunawan,TRUE,0,62,289,25,0,0,59,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,21,16,54,0,0,0,0,0,0,0,0,0,0,1,17,3,0,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,0,56,TRUE,305,0,0,0,0,0,0,TRUE,57.3,0,0,0,0,agusan-del-sur,#E5729C,TRUE,AGUSAN DEL SUR,623,0
Esperanza,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,15,TRUE,305,0,0,0,0,0,0,TRUE,57.3,0,0,0,0,agusan-del-sur,#E5729C,TRUE,AGUSAN DEL SUR,97,0
La Paz,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,25,TRUE,305,0,0,0,0,0,0,TRUE,57.3,0,0,0,0,agusan-del-sur,#E5729C,TRUE,AGUSAN DEL SUR,17,0
Loreto,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,10,TRUE,305,0,0,0,0,0,0,TRUE,57.3,0,0,0,0,agusan-del-sur,#E5729C,TRUE,AGUSAN DEL SUR,0,0
Prosperidad ,TRUE,0,0,319,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,165,0,0,0,0,0,0,0,0,0,0,2,17,7,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,100,TRUE,305,0,0,0,0,0,0,TRUE,57.3,0,0,0,0,agusan-del-sur,#E5729C,TRUE,AGUSAN DEL SUR,540,0
Rosario,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,305,0,0,0,0,0,0,TRUE,57.3,0,0,0,0,agusan-del-sur,#E5729C,TRUE,AGUSAN DEL SUR,253,0
San Francisco,TRUE,0,318,142,15,0,10,49,0,0,8,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,104,27,183,435,0,0,0,0,0,0,0,0,0,0,5,17,9,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,10,TRUE,305,0,0,0,0,0,0,TRUE,57.3,0,0,0,0,agusan-del-sur,#E5729C,TRUE,AGUSAN DEL SUR,1510,0
San Luis,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,305,0,0,0,0,0,0,TRUE,57.3,0,0,0,0,agusan-del-sur,#E5729C,TRUE,AGUSAN DEL SUR,69,0
Santa Josefa,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,305,0,0,0,0,0,0,TRUE,57.3,0,0,0,0,agusan-del-sur,#E5729C,TRUE,AGUSAN DEL SUR,18,0
Sibagat,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,49,8,96,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,305,0,0,0,0,0,0,TRUE,57.3,0,0,0,0,agusan-del-sur,#E5729C,TRUE,AGUSAN DEL SUR,163,0
Talacogon,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,1,17,4,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,0,TRUE,305,0,0,0,0,0,0,TRUE,57.3,0,0,0,0,agusan-del-sur,#E5729C,TRUE,AGUSAN DEL SUR,173,0
Trento,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,118,57,65,0,0,18,0,0,0,0,0,0,0,1,17,2,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,TRUE,0,15,TRUE,305,0,0,0,0,0,0,TRUE,57.3,0,0,0,0,agusan-del-sur,#E5729C,TRUE,AGUSAN DEL SUR,321,0
Veruela,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,TRUE,0,0,0,TRUE,TRUE,FALSE,TRUE,TRUE,0,TRUE,305,0,0,0,0,0,0,TRUE,57.3,0,0,0,0,agusan-del-sur,#E5729C,TRUE,AGUSAN DEL SUR,64,0
